Player Name,birth,nation,Season,Team,Tournament,Apps,Mins,Goals,Assists,Yellow,Red,Goals/90min,Assists/90min,SpG,PS%,AerialWon,MotM,Rating,Tackles,Interceptions,Fouls,OffsidesWon,Clear,HasBeenDribbled,Blocks,KeyPasses,Dribbles,Fouled,Dispossessed,BadControl,As Sub,nom_x,Player_Name,Team_,Tournament_,id
Alisson,1992-10-02,England,2020/2021,Liverpool,EPL,3,270,0,0,0,0,0.0,0.0,0.0,81.9,0.3,0,6.82,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,alisson,alisson,liverpool,epl,212831
Alisson,1992-10-02,England,2019/2020,Liverpool,EPL,29,2545,0,1,0,1,0.0,0.04,0.0,84.6,0.2,1,6.62,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,alisson,alisson,liverpool,epl,212831
Alisson,1992-10-02,England,2019/2020,Liverpool,UCL,5,450,0,0,0,0,0.0,0.0,0.0,90.3,0.4,0,6.85,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,alisson,alisson,liverpool,ucl,212831
Alisson,1992-10-02,England,2019,Brazil,ICA,6,570,0,0,0,0,0.0,0.0,0.0,92.2,0.3,0,6.88,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,alisson,alisson,brazil,ica,212831
Alisson,1992-10-02,England,2018/2019,Liverpool,EPL,38,3420,0,0,1,0,0.0,0.0,0.0,80.3,0.3,0,6.79,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,alisson,alisson,liverpool,epl,212831
Alisson,1992-10-02,England,2018/2019,Liverpool,UCL,13,1170,0,0,0,0,0.0,0.0,0.0,76.7,0.2,1,6.93,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,alisson,alisson,liverpool,ucl,212831
Alisson,1992-10-02,England,2017/2018,Roma,ISA,37,3330,0,0,1,0,0.0,0.0,0.0,78.9,0.2,1,6.99,0.0,0.1,0.0,0.0,1.1,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0,alisson,alisson,roma,isa,212831
Alisson,1992-10-02,England,2017/2018,Roma,UCL,12,1080,0,0,0,0,0.0,0.0,0.0,80.4,0.3,0,6.86,0.1,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0,alisson,alisson,roma,ucl,212831
Alisson,1992-10-02,England,2016/2017,Roma,UEL,10,900,0,0,0,0,0.0,0.0,0.0,82.1,0.0,1,7.01,0.0,0.1,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,alisson,alisson,roma,uel,212831
Alisson,1992-10-02,England,2016,Internacional,BSA,1,90,0,0,0,0,0.0,0.0,0.0,71.4,0.0,0,6.95,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,alisson,alisson,internacional,bsa,212831
Alisson,1992-10-02,England,2018,Brazil,WC,5,450,0,0,0,0,0.0,0.0,0.0,84.2,0.4,0,6.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,alisson,alisson,brazil,wc,212831
Alisson,1992-10-02,England,2015,Internacional,BSA,26,2266,0,0,3,0,0.0,0.0,0.0,55.4,0.4,4,6.98,0.0,0.1,0.0,0.0,1.3,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0,alisson,alisson,internacional,bsa,212831
Alisson,1992-10-02,England,2014,Internacional,BSA,11,990,0,0,1,0,0.0,0.0,0.0,61.0,0.6,1,6.91,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0,alisson,alisson,internacional,bsa,212831
Alisson,1992-10-02,England,2013,Internacional,BSA,6,518,0,0,1,0,0.0,0.0,0.0,58.9,0.2,0,6.52,0.0,0.0,0.2,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,alisson,alisson,internacional,bsa,212831
Fabinho,1993-10-23,England,2020/2021,Liverpool,EPL,4,391,0,0,1,0,0.0,0.0,0.2,91.7,0.6,0,6.77,3.2,2.0,0.4,0.0,0.4,1.2,0.2,0.4,0.2,1.4,0.2,0.8,1,fabinho,fabinho,liverpool,epl,209499
Fabinho,1993-10-23,England,2019/2020,Liverpool,EPL,22,2075,2,3,6,0,0.09,0.13,0.4,87.0,1.5,1,6.89,2.2,1.2,1.1,0.0,0.6,1.5,0.1,0.7,0.3,0.7,0.3,0.5,6,fabinho,fabinho,liverpool,epl,209499
Fabinho,1993-10-23,England,2019/2020,Liverpool,UCL,6,484,0,1,1,0,0.0,0.19,0.9,87.7,1.3,0,6.75,2.3,1.0,1.1,0.0,0.1,1.1,0.0,0.3,0.6,0.7,0.3,0.4,1,fabinho,fabinho,liverpool,ucl,209499
Fabinho,1993-10-23,England,2018/2019,Liverpool,EPL,21,2013,1,2,6,0,0.04,0.09,0.6,85.3,2.0,0,6.95,2.1,1.0,1.0,0.2,0.9,1.3,0.2,0.6,0.4,1.1,0.6,0.4,7,fabinho,fabinho,liverpool,epl,209499
Fabinho,1993-10-23,England,2018/2019,Liverpool,UCL,7,727,0,0,3,0,0.0,0.0,0.3,81.1,2.0,1,6.9,2.5,1.1,1.6,0.0,1.4,2.0,0.0,0.4,0.2,1.2,0.1,0.7,4,fabinho,fabinho,liverpool,ucl,209499
Fabinho,1993-10-23,England,2017/2018,Monaco,UCL,5,450,0,0,2,0,0.0,0.0,0.2,77.6,3.2,0,6.78,3.6,1.6,2.0,0.2,1.0,0.8,0.0,0.2,1.0,2.6,0.8,0.6,0,fabinho,fabinho,monaco,ucl,209499
Fabinho,1993-10-23,England,2017/2018,Monaco,FL1,34,3060,7,3,8,0,0.21,0.09,0.7,86.3,2.9,6,7.51,3.4,1.3,1.7,0.1,1.7,1.9,0.4,1.1,1.1,1.9,0.6,0.7,0,fabinho,fabinho,monaco,fl1,209499
Fabinho,1993-10-23,England,2016/2017,Monaco,UCL,9,846,1,3,4,0,0.11,0.32,0.8,85.1,1.0,2,7.41,3.3,2.1,1.6,0.1,1.8,1.5,0.6,0.8,1.5,2.1,0.5,0.6,1,fabinho,fabinho,monaco,ucl,209499
Fabinho,1993-10-23,England,2016/2017,Monaco,FL1,33,3071,9,1,8,0,0.26,0.03,0.8,84.4,1.8,2,7.51,3.1,1.4,1.8,0.0,1.8,1.6,0.3,0.9,1.0,1.8,0.5,0.6,4,fabinho,fabinho,monaco,fl1,209499
Fabinho,1993-10-23,England,2015/2016,Monaco,UEL,5,450,0,0,3,0,0.0,0.0,0.2,80.3,1.0,0,7.16,2.4,4.2,1.6,0.2,2.0,1.4,0.2,0.6,1.2,1.8,0.0,0.8,0,fabinho,fabinho,monaco,uel,209499
Fabinho,1993-10-23,England,2015/2016,Monaco,FL1,34,3060,6,4,9,0,0.18,0.12,0.9,81.4,1.9,1,7.34,3.2,2.2,2.0,0.2,2.5,1.3,0.2,0.7,0.9,1.7,0.5,0.8,0,fabinho,fabinho,monaco,fl1,209499
Fabinho,1993-10-23,England,2014/2015,Monaco,UCL,9,817,1,0,1,0,0.11,0.0,0.4,71.4,1.1,0,7.13,2.9,2.5,1.2,0.1,2.2,1.8,0.0,0.4,1.0,1.1,1.0,0.5,1,fabinho,fabinho,monaco,ucl,209499
Fabinho,1993-10-23,England,2014/2015,Monaco,FL1,35,3169,1,0,4,0,0.03,0.0,0.5,81.5,1.4,2,7.38,2.7,2.6,1.5,0.3,2.2,1.1,0.1,0.6,1.3,1.3,0.4,0.4,1,fabinho,fabinho,monaco,fl1,209499
Fabinho,1993-10-23,England,2013/2014,Monaco,FL1,21,1913,0,0,3,0,0.0,0.0,0.5,83.6,0.7,1,7.06,2.6,1.5,1.2,0.0,2.7,0.5,0.2,0.6,1.0,1.3,0.9,0.6,5,fabinho,fabinho,monaco,fl1,209499
Fabinho,1993-10-23,England,2012/2013,Real Madrid,SLL,0,14,0,1,0,0,0.0,6.43,0.0,94.1,0.0,0,6.62,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,fabinho,fabinho,real madrid,sll,209499
Diogo Jota,1996-12-04,England,2020/2021,Liverpool,EPL,1,112,1,0,0,0,0.8,0.0,2.7,83.6,0.7,0,6.5,0.3,0.0,1.0,0.0,0.3,0.7,0.0,0.7,0.3,0.3,0.3,2.0,2,jota,diogo jota,liverpool,epl,224458
Diogo Jota,1996-12-04,England,2020/2021,Portugal,UNL,2,216,3,1,1,0,1.25,0.42,2.8,89.8,0.3,1,7.55,0.3,0.3,1.5,0.0,0.3,0.3,0.0,1.8,1.5,0.8,0.3,1.3,2,jota,diogo jota,portugal,unl,224458
Diogo Jota,1996-12-04,England,2019/2020,Wolves,EPL,27,2298,7,1,4,0,0.27,0.04,2.0,79.8,0.9,3,6.76,0.8,0.3,1.2,0.0,0.3,1.1,0.0,0.9,1.9,1.8,1.6,2.4,7,jota,diogo jota,wolves,epl,224458
Diogo Jota,1996-12-04,England,2019/2020,Wolves,UEL,3,373,6,0,0,1,1.45,0.0,1.5,84.9,0.9,2,6.89,0.0,0.4,1.0,0.0,0.3,1.5,0.0,0.8,0.8,1.5,0.8,1.5,5,jota,diogo jota,wolves,uel,224458
Diogo Jota,1996-12-04,England,2018/2019,Wolves,EPL,29,2372,9,5,11,0,0.34,0.19,1.8,75.6,0.8,3,6.89,0.8,0.4,1.3,0.0,0.3,0.8,0.0,0.8,1.7,1.7,1.5,2.3,4,jota,diogo jota,wolves,epl,224458
Diogo Jota,1996-12-04,England,2017/2018,Wolves,EC,43,3632,17,5,9,0,0.42,0.12,2.7,78.0,0.9,2,7.32,1.1,0.4,1.6,0.0,0.5,1.6,0.0,1.2,2.4,2.2,2.5,2.8,1,jota,diogo jota,wolves,ec,224458
Diogo Jota,1996-12-04,England,2016/2017,Porto,PLN,15,1455,8,5,3,0,0.49,0.31,2.2,78.4,0.5,1,6.98,0.9,0.2,1.3,0.0,0.0,0.3,0.0,0.9,1.0,1.4,1.4,1.4,12,jota,diogo jota,porto,pln,224458
Diogo Jota,1996-12-04,England,2016/2017,Porto,UCL,4,385,1,0,1,0,0.23,0.0,2.0,80.8,0.4,0,6.45,0.5,0.4,0.5,0.0,0.1,0.4,0.0,0.4,0.9,0.5,2.5,2.5,4,jota,diogo jota,porto,ucl,224458
Thiago,1991-04-11,England,2020/2021,Liverpool,EPL,1,135,0,0,0,0,0.0,0.0,1.5,91.3,0.5,0,6.8,1.0,1.5,2.0,0.0,0.5,2.0,0.0,1.5,2.0,1.0,1.0,1.5,1,thiago,thiago,liverpool,epl,189509
Thiago,1991-04-11,England,2020/2021,Spain,UNL,2,180,0,0,0,0,0.0,0.0,1.0,93.9,1.0,0,7.44,3.0,0.5,1.5,0.0,0.0,0.5,0.0,1.5,2.0,1.0,1.5,0.5,0,thiago,thiago,spain,unl,189509
Thiago,1991-04-11,England,2019/2020,Bayern,GB,20,1772,3,0,7,0,0.15,0.0,0.8,90.5,1.5,1,7.47,1.9,1.9,1.0,0.2,0.5,0.9,0.1,0.8,3.0,0.5,0.8,1.2,4,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2019/2020,Bayern,UCL,9,823,0,2,2,0,0.0,0.22,0.7,91.0,1.3,2,7.76,3.4,2.3,1.9,0.0,0.4,1.2,0.0,1.5,1.3,0.9,0.7,1.2,1,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2018/2019,Bayern,GB,26,2409,2,6,5,0,0.07,0.22,0.8,91.8,1.2,3,7.59,2.9,1.5,1.7,0.0,0.6,0.8,0.1,1.3,1.9,1.1,0.9,0.7,4,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2018/2019,Bayern,UCL,4,388,0,1,1,0,0.0,0.23,0.8,86.3,1.4,0,7.14,1.8,2.0,1.0,0.0,0.6,0.8,0.2,1.4,1.2,1.6,1.6,1.2,1,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2018/2019,Spain,UNL,2,195,0,1,0,0,0.0,0.46,2.0,94.2,0.7,0,7.1,1.0,1.3,0.7,0.0,0.0,2.3,0.0,1.7,1.0,0.3,0.7,0.7,1,thiago,thiago,spain,unl,189509
Thiago,1991-04-11,England,2017/2018,Bayern,GB,12,1243,2,2,3,0,0.14,0.14,1.3,91.5,1.2,2,7.36,2.4,1.4,1.3,0.0,0.3,0.6,0.2,1.5,1.3,0.7,0.8,0.6,7,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2017/2018,Bayern,UCL,7,608,3,0,2,0,0.44,0.0,0.9,91.3,0.5,2,7.37,2.6,1.4,1.1,0.0,0.2,1.1,0.1,1.2,1.9,1.2,1.0,0.9,3,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2016/2017,Bayern,GB,26,2291,6,5,4,0,0.24,0.2,1.3,90.2,1.7,6,8.28,2.8,4.6,1.4,0.0,0.3,0.6,0.1,1.8,2.2,1.0,1.3,1.2,1,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2016/2017,Bayern,UCL,9,786,2,3,1,0,0.23,0.34,1.0,91.7,1.2,1,7.79,3.1,2.1,1.3,0.0,0.3,1.1,0.0,2.2,1.4,0.8,1.4,1.7,0,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2018,Spain,WC,1,94,0,0,0,0,0.0,0.0,1.0,96.5,0.5,0,6.7,2.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,2.0,0.5,0.0,0.0,1,thiago,thiago,spain,wc,189509
Thiago,1991-04-11,England,2015/2016,Bayern,GB,16,1637,2,3,2,0,0.11,0.16,1.1,88.2,1.0,3,7.34,2.5,1.5,1.3,0.1,0.2,0.7,0.1,1.4,1.8,1.3,0.8,1.0,11,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2015/2016,Bayern,UCL,8,719,1,4,1,0,0.13,0.5,1.3,90.7,1.2,3,8.0,3.1,2.1,0.9,0.0,0.8,2.7,0.0,2.6,2.1,0.9,1.0,0.8,1,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2014/2015,Bayern,GB,2,281,0,0,0,0,0.0,0.0,0.6,88.7,1.3,0,7.05,1.7,1.1,1.0,0.1,0.4,0.3,0.0,1.3,1.9,1.1,0.7,0.4,5,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2014/2015,Bayern,UCL,4,360,2,1,1,0,0.5,0.25,1.5,84.3,0.8,0,7.74,2.8,2.5,2.0,0.0,0.3,1.5,0.0,1.8,2.8,2.3,3.0,1.0,0,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2016,Spain,UEC,0,26,0,0,0,0,0.0,0.0,0.0,92.6,0.0,0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2,thiago,thiago,spain,uec,189509
Thiago,1991-04-11,England,2013/2014,Bayern,UCL,3,321,0,0,1,0,0.0,0.0,0.5,91.2,0.8,0,7.09,2.0,2.5,1.0,0.3,1.5,1.5,0.0,1.0,1.3,1.5,0.5,1.0,1,thiago,thiago,bayern,ucl,189509
Thiago,1991-04-11,England,2013/2014,Bayern,GB,11,1004,2,4,1,0,0.18,0.36,1.3,91.6,0.8,2,7.9,1.9,1.3,0.8,0.0,0.4,1.1,0.1,1.3,4.0,1.1,1.3,1.0,5,thiago,thiago,bayern,gb,189509
Thiago,1991-04-11,England,2013,Spain U21,IEU,5,440,3,1,0,0,0.61,0.2,2.0,93.2,1.0,2,8.4,1.6,2.4,0.8,0.0,0.4,0.2,0.4,2.0,2.4,2.2,2.4,1.4,0,thiago,thiago,spain u21,ieu,189509
Thiago,1991-04-11,England,2012/2013,Barcelona,SLL,15,1416,2,4,4,0,0.13,0.25,0.6,91.8,0.7,2,7.14,1.6,1.3,0.8,0.0,0.6,0.5,0.2,0.8,1.4,0.7,1.3,0.7,12,thiago,thiago,barcelona,sll,189509
Thiago,1991-04-11,England,2012/2013,Barcelona,UCL,1,115,0,0,0,0,0.0,0.0,0.5,88.7,1.0,0,7.02,0.5,1.5,0.5,0.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1,thiago,thiago,barcelona,ucl,189509
Thiago,1991-04-11,England,2011/2012,Barcelona,SLL,20,1820,2,3,2,1,0.1,0.15,0.9,92.7,0.4,1,7.4,2.4,1.6,1.1,0.0,0.6,0.4,0.0,1.2,1.4,1.4,1.4,0.8,7,thiago,thiago,barcelona,sll,189509
Thiago,1991-04-11,England,2011/2012,Barcelona,UCL,4,428,0,1,1,0,0.0,0.21,1.0,93.0,0.6,0,7.24,1.7,1.6,1.3,0.0,0.4,0.4,0.1,0.7,0.6,1.3,1.1,0.9,3,thiago,thiago,barcelona,ucl,189509
Thiago,1991-04-11,England,2010/2011,Barcelona,SLL,6,662,2,0,1,0,0.27,0.0,0.7,93.1,0.3,0,7.16,2.1,1.8,0.8,0.0,0.2,0.6,0.0,1.5,1.3,0.7,1.3,0.6,6,thiago,thiago,barcelona,sll,189509
Thiago,1991-04-11,England,2010/2011,Barcelona,UCL,1,90,0,1,0,0,0.0,1.0,3.0,87.0,0.0,0,8.75,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,3.0,3.0,3.0,0,thiago,thiago,barcelona,ucl,189509
Thiago,1991-04-11,England,2009/2010,Barcelona,SLL,0,13,1,0,0,0,6.92,0.0,2.0,83.3,0.0,0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,thiago,thiago,barcelona,sll,189509
Ederson,1993-08-17,England,2020/2021,Man City,EPL,4,360,0,0,0,0,0.0,0.0,0.0,75.2,0.3,0,6.31,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,ederson,ederson,man city,epl,210257
Ederson,1993-08-17,England,2019/2020,Man City,EPL,35,3072,0,0,3,1,0.0,0.0,0.0,86.0,0.4,0,6.62,0.1,0.1,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0,ederson,ederson,man city,epl,210257
Ederson,1993-08-17,England,2019/2020,Man City,UCL,8,676,0,0,0,0,0.0,0.0,0.0,78.6,0.1,0,6.35,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ederson,ederson,man city,ucl,210257
Ederson,1993-08-17,England,2018/2019,Man City,EPL,38,3420,0,1,2,0,0.0,0.03,0.0,82.6,0.3,0,6.66,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0,ederson,ederson,man city,epl,210257
Ederson,1993-08-17,England,2018/2019,Man City,UCL,10,900,0,1,1,0,0.0,0.1,0.0,88.3,0.3,0,6.68,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0,ederson,ederson,man city,ucl,210257
Ederson,1993-08-17,England,2017/2018,Man City,UCL,9,810,0,0,1,0,0.0,0.0,0.0,86.0,0.1,0,6.79,0.0,0.1,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0,ederson,ederson,man city,ucl,210257
Ederson,1993-08-17,England,2017/2018,Man City,EPL,37,3197,0,0,1,0,0.0,0.0,0.0,85.3,0.3,1,6.68,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0,ederson,ederson,man city,epl,210257
Ederson,1993-08-17,England,2016/2017,Benfica,PLN,27,2381,0,1,4,1,0.0,0.04,0.0,65.3,0.2,0,6.85,0.0,0.1,0.1,0.0,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0,ederson,ederson,benfica,pln,210257
Ederson,1993-08-17,England,2016/2017,Benfica,UCL,7,630,0,0,0,0,0.0,0.0,0.0,48.1,0.4,2,7.13,0.0,0.0,0.1,0.0,1.7,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0,ederson,ederson,benfica,ucl,210257
Ederson,1993-08-17,England,2015/2016,Benfica,UCL,3,270,0,0,0,0,0.0,0.0,0.0,47.7,0.3,0,7.18,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,ederson,ederson,benfica,ucl,210257
Ederson,1993-08-17,England,2014/2015,Rio Ave,UEL,2,180,0,0,0,0,0.0,0.0,0.0,46.6,0.5,1,7.6,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,ederson,ederson,rio ave,uel,210257
Fernandinho,1985-05-04,England,2020/2021,Man City,EPL,2,155,0,0,0,0,0.0,0.0,1.0,87.9,1.0,0,6.48,1.3,0.5,0.5,0.0,1.0,0.8,0.0,0.0,0.3,0.5,0.0,0.0,2,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2019/2020,Man City,EPL,26,2399,0,1,7,2,0.0,0.04,0.6,89.8,2.5,0,6.86,1.7,0.8,0.9,0.6,2.7,0.6,0.5,0.3,0.4,0.6,0.2,0.5,4,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2019/2020,Man City,UCL,7,653,0,0,4,0,0.0,0.0,0.3,90.1,1.4,0,6.76,1.4,1.9,2.3,0.6,1.3,0.3,0.5,0.1,0.1,0.3,0.1,0.1,1,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2019,Brazil,ICA,1,123,0,1,0,0,0.0,0.73,2.0,85.9,2.0,0,7.01,3.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,1,fernandinho,fernandinho,brazil,ica,135507
Fernandinho,1985-05-04,England,2018/2019,Man City,EPL,27,2382,1,3,5,0,0.04,0.11,1.0,87.5,2.6,2,7.31,2.0,1.4,1.4,0.1,2.4,0.7,0.1,0.8,0.7,0.9,0.4,0.9,2,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2018/2019,Man City,UCL,7,643,0,0,3,0,0.0,0.0,0.6,87.3,2.0,0,6.88,1.6,2.4,2.3,0.0,2.1,0.8,0.9,0.6,0.5,0.9,0.9,0.6,1,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2017/2018,Man City,UCL,8,682,0,0,2,0,0.0,0.0,1.0,89.9,2.6,0,6.96,2.1,1.8,1.9,0.1,2.4,2.5,0.1,0.4,0.9,0.5,0.9,1.1,0,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2017/2018,Man City,EPL,33,2885,5,3,7,0,0.16,0.09,1.4,90.1,2.8,1,7.44,1.8,1.4,1.2,0.1,1.9,1.2,0.2,0.6,0.6,0.8,0.6,1.0,1,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2016/2017,Man City,UCL,7,545,1,0,2,1,0.17,0.0,0.7,85.5,1.3,0,6.68,3.0,2.1,2.6,0.1,1.7,1.6,0.1,0.3,0.6,1.4,0.9,0.6,0,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2016/2017,Man City,EPL,31,2755,2,1,4,2,0.07,0.03,1.1,86.6,1.6,1,7.16,2.5,2.0,1.5,0.2,1.9,1.8,0.2,1.0,0.9,1.1,1.0,0.8,1,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2018,Brazil,WC,1,156,0,0,1,0,0.0,0.0,0.6,90.9,1.6,0,6.31,0.0,1.6,0.8,0.0,0.2,0.8,0.2,1.0,0.0,0.4,0.4,0.4,4,fernandinho,fernandinho,brazil,wc,135507
Fernandinho,1985-05-04,England,2015/2016,Man City,UCL,12,1050,2,3,2,0,0.17,0.26,1.5,86.3,1.1,1,7.24,2.9,1.8,3.0,0.1,0.9,2.5,0.6,0.9,1.0,1.2,1.3,0.6,0,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2015/2016,Man City,EPL,31,2732,2,2,8,0,0.07,0.07,0.9,87.4,1.3,2,7.17,3.2,1.7,1.7,0.2,1.3,1.8,0.2,0.9,0.9,1.0,1.0,0.8,2,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2015,Brazil,ICA,4,391,0,0,1,0,0.0,0.0,0.0,87.2,4.0,0,7.08,3.3,2.0,3.5,0.3,2.5,0.8,0.8,0.0,0.5,0.5,0.5,1.5,0,fernandinho,fernandinho,brazil,ica,135507
Fernandinho,1985-05-04,England,2014/2015,Man City,UCL,4,425,0,0,1,1,0.0,0.0,0.3,87.4,0.4,0,6.96,3.9,2.0,2.0,0.3,1.6,1.9,0.3,0.3,1.6,1.1,1.0,0.3,3,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2014/2015,Man City,EPL,25,2273,3,3,7,0,0.12,0.12,0.7,88.5,1.3,1,7.19,2.8,1.8,1.8,0.1,1.4,2.1,0.2,0.9,1.1,0.7,1.2,0.4,8,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2013/2014,Man City,UCL,8,653,0,0,3,0,0.0,0.0,0.3,88.8,1.3,0,6.93,3.9,2.1,2.4,0.0,1.0,2.5,0.3,0.6,0.6,0.6,0.6,0.9,0,fernandinho,fernandinho,man city,ucl,135507
Fernandinho,1985-05-04,England,2013/2014,Man City,EPL,29,2609,5,3,8,0,0.17,0.1,1.0,88.3,1.2,1,7.4,2.9,1.8,1.6,0.2,1.4,1.9,0.1,1.2,1.1,0.7,0.8,0.8,4,fernandinho,fernandinho,man city,epl,135507
Fernandinho,1985-05-04,England,2014,Brazil,WC,3,299,1,0,1,0,0.3,0.0,0.6,86.5,0.6,0,6.47,2.6,0.4,2.8,0.0,1.4,1.4,0.2,0.2,0.8,1.4,0.2,0.0,2,fernandinho,fernandinho,brazil,wc,135507
Fernandinho,1985-05-04,England,2012/2013,Shakhtar,UCL,8,720,1,0,1,0,0.12,0.0,2.3,86.2,0.5,2,7.86,3.4,3.9,1.9,0.0,1.1,2.1,0.4,1.3,3.9,1.6,1.8,1.4,0,fernandinho,fernandinho,shakhtar,ucl,135507
Fernandinho,1985-05-04,England,2011/2012,Shakhtar,UCL,4,360,0,0,0,0,0.0,0.0,2.3,82.0,0.5,0,7.37,2.0,3.3,1.3,0.0,2.5,1.8,0.5,0.0,2.8,2.0,2.8,2.0,0,fernandinho,fernandinho,shakhtar,ucl,135507
Fernandinho,1985-05-04,England,2010/2011,Shakhtar,UCL,0,36,0,0,1,0,0.0,0.0,0.0,77.8,0.0,0,5.9,0.5,0.0,1.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,2,fernandinho,fernandinho,shakhtar,ucl,135507
Gabriel Jesus,1997-04-03,England,2020/2021,Man City,EPL,1,90,1,0,1,0,1.0,0.0,3.0,77.4,1.0,0,8.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,0,jesus,gabriel jesus,man city,epl,230666
Gabriel Jesus,1997-04-03,England,2019/2020,Man City,EPL,21,2026,14,7,3,0,0.62,0.31,3.0,86.5,1.2,2,7.26,0.5,0.3,0.8,0.0,0.2,0.5,0.0,0.9,1.3,0.9,1.0,1.4,13,jesus,gabriel jesus,man city,epl,230666
Gabriel Jesus,1997-04-03,England,2019/2020,Man City,UCL,7,590,6,3,0,0,0.92,0.46,3.1,86.5,2.8,2,7.79,0.8,1.0,0.9,0.0,0.4,0.6,0.3,2.0,2.0,1.1,1.9,2.3,1,jesus,gabriel jesus,man city,ucl,230666
